,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1045,1046,20,RL,13680,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,TA,TA,Slab,0,0,0,GasA,Ex,Y,FuseA,7.457609289715606,0,0,7.457609289715606,0,0,2,0,4,1,TA,Min2,1,452,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,11.84653646931041
1046,1047,60,RL,16056,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Gd,TA,PConc,240,0,1752,GasA,Ex,Y,SBrkr,7.596894438144544,876,0,7.961370201719511,0,0,3,1,4,1,Ex,Typ,1,716,Y,214,108,0,0,0,0,0,7,2006,New,Partial,13.229567991666638
1047,1048,20,RL,9245,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,686,0,304,GasA,Ex,Y,SBrkr,6.897704943128636,0,0,6.897704943128636,0,1,1,0,3,1,TA,Typ,0,672,Y,0,0,0,0,0,0,0,2,2008,WD,Normal,11.884489021402711
1048,1049,20,RL,21750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,TA,Fa,Slab,0,0,0,GasA,TA,Y,SBrkr,7.479299637782834,0,0,7.479299637782834,0,0,1,0,3,1,TA,Min1,1,336,Y,0,0,0,0,0,0,0,11,2009,WD,Normal,11.652687407345388
1049,1050,20,RL,11100,Pave,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,0,GasA,Ex,Y,SBrkr,6.835184586147301,0,0,6.835184586147301,0,0,1,0,2,1,Gd,Typ,0,308,Y,0,0,0,0,0,0,0,4,2010,WD,Abnorml,11.349229372299439
1050,1051,20,RL,8993,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1302,GasA,Ex,Y,SBrkr,7.171656822768514,0,0,7.171656822768514,0,0,2,0,3,1,Gd,Typ,0,436,Y,0,22,0,0,0,0,0,8,2007,New,Partial,12.080991165908294
1051,1052,20,RL,11175,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1316,GasA,Ex,Y,SBrkr,7.182352111885263,0,0,7.182352111885263,0,0,2,0,3,1,Gd,Typ,1,440,Y,0,20,0,0,0,0,0,10,2007,New,Partial,12.206777397134413
1052,1053,60,RL,9500,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,442,0,374,GasA,TA,Y,SBrkr,7.027314514039777,850,0,7.589335823170617,0,1,1,1,4,1,TA,Typ,1,540,Y,0,52,0,0,0,0,0,6,2007,WD,Normal,12.013700752882718
1053,1054,20,RL,8562,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,383,0,833,GasA,Ex,Y,FuseA,7.330405211844402,0,0,7.330405211844402,0,0,1,0,4,1,TA,Min2,1,364,Y,116,78,0,0,0,0,0,5,2010,WD,Normal,11.881034786534624
1054,1055,60,RL,11367,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,932,0,133,GasA,Ex,Y,SBrkr,6.994849985833071,898,0,7.5953872788539725,1,0,2,1,3,1,Gd,Typ,1,586,Y,199,60,0,0,0,0,0,11,2006,WD,Normal,12.449018824140563
1055,1056,20,RL,11361,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,644,0,549,GasA,TA,Y,SBrkr,7.328437352895162,0,0,7.328437352895162,0,1,2,0,3,1,TA,Typ,1,478,Y,0,0,0,0,189,0,0,5,2008,COD,Abnorml,12.100712129872347
1056,1057,120,RL,7052,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,659,0,705,GasA,Ex,Y,SBrkr,7.218176838403408,0,0,7.218176838403408,1,0,2,0,2,1,Gd,Typ,1,484,Y,192,36,0,0,0,0,0,6,2006,WD,Normal,12.132695175725399
1057,1058,60,RL,29959,Pave,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,595,0,378,GasA,Ex,Y,SBrkr,6.88653164253051,871,0,7.52294091807237,0,0,2,1,3,1,Gd,Typ,1,467,Y,168,98,0,0,0,0,0,1,2009,WD,Normal,12.421184025147118
1058,1059,60,RL,11308,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,936,0,168,GasA,Ex,Y,SBrkr,7.029972911706386,1054,0,7.688913336864796,1,0,2,1,3,1,Ex,Typ,1,836,Y,0,102,0,0,0,0,0,7,2009,WD,Normal,12.721885810807203
1059,1060,50,RL,11275,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,297,557,0,GasA,TA,Y,SBrkr,6.999422467507961,895,0,7.596392304064196,0,0,1,1,3,1,TA,Typ,1,432,Y,0,0,19,0,0,0,0,3,2007,WD,Normal,12.301382825334498
1060,1061,120,RL,4920,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,616,0,722,GasA,Ex,Y,SBrkr,7.198931240688173,0,0,7.198931240688173,1,0,2,0,2,1,Gd,Typ,0,582,Y,0,0,170,0,0,0,0,4,2010,WD,Normal,12.271392111650817
1062,1063,190,RM,13600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,662,GasA,TA,N,SBrkr,7.259819610363186,915,0,7.756623334538858,0,0,2,0,5,2,TA,Min2,0,560,Y,0,57,0,0,0,0,0,9,2007,WD,Normal,11.407564949312402
1063,1064,30,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,TA,Gd,BrkTil,397,0,706,GasA,Gd,Y,SBrkr,7.005789019253503,0,0,7.005789019253503,0,0,1,0,2,1,Gd,Typ,1,440,Y,166,120,0,0,0,0,0,7,2006,WD,Normal,11.612770799939945
1064,1065,20,RL,11000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,740,230,184,GasA,Ex,Y,SBrkr,7.050989447068045,0,0,7.050989447068045,0,0,1,1,3,1,TA,Typ,1,480,Y,0,58,0,0,0,0,0,11,2009,WD,Normal,11.944707881395766
1065,1066,60,RL,14000,Pave,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,1201,0,105,GasA,Ex,Y,SBrkr,7.174724309836376,954,0,7.723120092266331,1,0,2,1,3,1,Gd,Typ,0,533,Y,296,44,0,0,0,0,0,4,2010,WD,Normal,12.70076888736628
1066,1067,60,RL,7837,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,799,GasA,Gd,Y,SBrkr,6.683360945766275,772,0,7.359467638255621,0,0,2,1,3,1,TA,Typ,1,380,Y,0,40,0,0,0,0,0,5,2009,WD,Normal,12.089538829274222
1067,1068,60,RL,9760,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,674,106,0,GasA,TA,Y,SBrkr,6.682108597449809,813,0,7.384610383176974,1,0,1,1,4,1,TA,Typ,0,442,Y,328,128,0,0,189,0,0,6,2008,WD,Normal,12.031123843065632
1068,1069,160,RM,3964,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,837,0,105,GasA,Gd,Y,SBrkr,7.1631723908466425,1230,0,7.83241092718792,1,0,2,1,5,1,TA,Maj1,1,576,Y,728,20,0,0,0,0,0,6,2006,WD,Normal,11.927680619985486
1069,1070,45,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,220,0,625,GasA,TA,Y,SBrkr,6.794586580876499,0,0,6.794586580876499,0,1,1,0,2,1,Gd,Typ,0,576,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,11.813030057420567
1070,1071,20,RL,10152,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,586,0,462,GasA,TA,Y,SBrkr,6.954638864880987,0,0,6.954638864880987,1,0,1,0,3,1,TA,Typ,0,286,Y,0,20,0,0,192,0,0,6,2007,WD,Normal,11.813030057420567
1071,1072,60,RL,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,298,0,429,GasA,Ex,Y,SBrkr,6.720220155135295,727,0,7.349873704738337,0,0,1,1,4,1,TA,Typ,0,441,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,11.944707881395766
1072,1073,50,RL,7585,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,810,GasA,Fa,Y,FuseA,6.90975328164481,454,0,7.283448228756631,1,1,1,0,4,1,TA,Typ,1,280,P,0,0,0,0,0,0,0,8,2006,WD,Normal,11.424094251263613
1073,1074,60,RL,7950,Pave,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,535,0,155,GasA,TA,Y,SBrkr,6.548219102762372,728,0,7.262628600974241,0,0,1,1,3,1,TA,Typ,0,440,Y,252,0,0,0,0,0,0,7,2009,WD,Normal,11.979799201207037
1074,1075,20,RL,8556,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1240,GasA,Ex,Y,SBrkr,7.122866658599083,0,0,7.122866658599083,0,0,2,0,2,1,Gd,Typ,0,826,Y,140,93,0,0,0,0,0,5,2007,WD,Normal,12.175613438045465
1075,1076,70,RL,13125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,410,0,390,GasA,TA,Y,SBrkr,6.866933284461882,780,0,7.461640392208575,0,0,1,1,3,1,TA,Typ,2,240,Y,0,0,0,0,0,0,0,7,2007,CWD,Normal,12.299107511497363
1076,1077,50,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,626,0,170,GasA,Gd,Y,SBrkr,6.999422467507961,370,0,7.290292882446597,0,1,2,0,3,1,Gd,Min1,1,566,Y,436,21,0,0,0,0,500,4,2006,WD,Normal,12.043553716032399
1077,1078,20,RL,15870,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,TA,TA,CBlock,75,791,230,GasA,Ex,Y,SBrkr,6.999422467507961,0,0,6.999422467507961,1,0,1,0,3,1,TA,Typ,0,299,Y,240,32,0,0,0,0,0,3,2006,WD,Abnorml,11.840789327054841
1078,1079,120,RM,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,662,0,186,GasA,Ex,Y,SBrkr,6.742880635791903,0,0,6.742880635791903,1,0,1,0,1,1,Gd,Typ,1,420,Y,140,0,0,0,0,0,0,5,2006,WD,Normal,11.956970055045868
1079,1080,20,RL,8775,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,495,0,495,GasA,Gd,Y,SBrkr,6.897704943128636,0,0,6.897704943128636,0,0,1,0,3,1,TA,Typ,0,299,Y,0,64,0,0,0,0,0,4,2007,WD,Normal,11.744037185933616
1080,1081,20,RL,11040,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,656,0,602,GasA,Ex,Y,SBrkr,7.1372784372603855,0,0,7.1372784372603855,0,1,2,0,3,1,Gd,Typ,0,528,Y,55,0,0,216,0,0,0,10,2008,COD,Abnorml,11.884489021402711
1081,1082,20,RL,7500,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,824,0,216,GasA,Fa,Y,SBrkr,6.946975992135418,0,0,6.946975992135418,1,0,1,1,3,1,TA,Typ,0,308,Y,0,0,220,0,0,0,0,6,2010,WD,Normal,11.79810440720389
1082,1083,20,RL,8749,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1459,GasA,Ex,Y,SBrkr,7.285506548522785,0,0,7.285506548522785,0,0,2,0,3,1,Gd,Typ,1,527,Y,192,39,0,0,0,0,0,9,2007,WD,Normal,12.165250651009918
1083,1084,20,RL,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,553,0,698,GasA,TA,Y,SBrkr,7.1316985104669115,0,0,7.1316985104669115,1,0,1,0,3,1,TA,Typ,2,461,Y,0,116,0,0,0,0,700,3,2006,WD,Normal,11.982929094215963
1084,1085,60,RL,13031,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,592,0,99,GasA,Gd,Y,SBrkr,6.53813982376767,807,0,7.311886164077165,0,0,2,1,3,1,TA,Typ,1,409,Y,315,44,0,0,0,0,0,7,2006,WD,Normal,12.141534124392603
1085,1086,85,RL,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,747,0,189,GasA,Ex,Y,SBrkr,6.903747257584598,0,0,6.903747257584598,1,0,1,0,2,1,Gd,Typ,0,564,Y,120,0,0,0,0,0,0,4,2010,WD,Normal,11.898187865760873
1086,1087,160,RM,1974,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,334,0,212,GasA,TA,Y,SBrkr,6.302618975744905,546,0,6.9957661563048505,0,0,1,1,3,1,TA,Typ,0,286,Y,120,96,0,0,0,0,0,5,2010,WD,Normal,11.332601910838946
1087,1088,60,FV,10574,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1082,GasA,Ex,Y,SBrkr,6.9865664594064265,871,0,7.577121930876679,0,0,2,1,3,1,Gd,Typ,1,1043,Y,160,50,0,0,0,0,0,5,2009,WD,Normal,12.437184366493561
1088,1089,160,RM,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,970,GasA,Ex,Y,SBrkr,6.877296071497429,739,0,7.443663683115591,0,0,2,0,3,1,Gd,Maj1,0,380,Y,0,40,0,0,0,0,0,4,2006,WD,Normal,11.831379196088763
1089,1090,120,FV,3316,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,1039,0,208,GasA,Ex,Y,SBrkr,7.1284959456800365,0,0,7.1284959456800365,1,0,1,1,1,1,Gd,Typ,1,550,Y,0,84,0,0,0,0,0,4,2006,WD,Normal,12.190959007720126
1090,1091,90,RL,8544,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,TA,TA,Slab,0,0,0,Wall,Fa,N,FuseA,6.946975992135418,0,0,6.946975992135418,0,0,2,0,2,2,TA,Typ,0,400,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,11.439278924801929
1091,1092,160,FV,2160,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,510,0,90,GasA,Ex,Y,SBrkr,6.436150368369428,628,0,7.132497551660044,1,0,2,1,2,1,Gd,Typ,0,462,Y,0,48,0,0,0,0,0,3,2008,WD,Normal,11.982929094215963
1092,1093,50,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,423,0,758,GasA,Fa,Y,SBrkr,7.237059026124737,304,0,7.434847875211999,0,0,2,0,4,1,TA,Typ,1,576,Y,342,0,128,0,0,0,0,6,2008,WD,Normal,11.824079893607152
1093,1094,20,RL,9230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,661,0,203,GasA,Gd,Y,SBrkr,7.090076835776092,0,0,7.090076835776092,1,0,1,1,1,1,Gd,Typ,0,884,Y,0,64,0,0,0,0,0,10,2006,WD,Normal,11.891361900690473
1094,1095,20,RL,5868,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,248,240,448,GasA,Ex,Y,SBrkr,6.841615476477592,0,0,6.841615476477592,1,0,1,0,2,1,TA,Typ,0,308,Y,0,0,80,0,160,0,0,5,2010,WD,Normal,11.76756768334381
1095,1096,20,RL,9317,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,24,0,1290,GasA,Gd,Y,SBrkr,7.1808311990445555,0,0,7.1808311990445555,0,0,2,0,3,1,Gd,Typ,1,440,Y,0,22,0,0,0,0,0,3,2007,WD,Normal,12.08069081199846
1096,1097,70,RM,6882,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,0,0,684,GasA,TA,Y,SBrkr,6.650279048587422,582,0,7.2115567333138015,0,0,1,1,3,1,Gd,Typ,0,0,Y,136,0,115,0,0,0,0,3,2007,WD,Normal,11.751942365440728
1097,1098,120,RL,3696,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,0,0,1074,GasA,Ex,Y,SBrkr,6.992096427415888,0,0,6.992096427415888,0,0,1,1,2,1,Gd,Typ,0,461,Y,0,74,137,0,0,0,0,10,2007,WD,Normal,12.043553716032399
1098,1099,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,672,0,0,GasA,TA,Y,SBrkr,6.6293632534374485,567,0,7.188412736496954,0,0,1,0,3,1,TA,Typ,0,240,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,11.759785542901755
1099,1100,20,RL,11880,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,704,0,567,GasA,TA,Y,SBrkr,7.3783837129967145,0,0,7.3783837129967145,0,0,2,0,3,1,TA,Typ,1,478,Y,0,0,0,0,0,0,0,4,2009,COD,Abnorml,11.964001084330445
1100,1101,30,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,290,0,0,GasA,TA,N,FuseF,6.082218910376446,0,0,6.082218910376446,0,0,1,0,1,1,Fa,Typ,0,246,N,0,0,0,0,0,0,0,1,2009,WD,Normal,11.002099841204238
1101,1102,20,RL,9758,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,TA,TA,CBlock,412,287,251,GasA,TA,Y,SBrkr,6.856461984594587,0,0,6.856461984594587,0,0,1,0,3,1,TA,Typ,0,280,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,11.691071650353702
1102,1103,20,RL,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,588,0,422,GasA,Ex,Y,SBrkr,7.033506484287697,0,0,7.033506484287697,0,0,1,0,2,1,TA,Typ,0,254,Y,0,16,0,0,0,0,0,4,2007,WD,Family,11.813030057420567
1103,1104,20,RL,8910,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,655,0,0,GasA,Ex,Y,SBrkr,7.085064293952548,0,0,7.085064293952548,0,1,1,0,3,1,TA,Typ,1,539,Y,0,0,192,0,0,0,0,7,2006,WD,Normal,11.979799201207037
1104,1105,160,RM,2016,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,630,GasA,TA,Y,SBrkr,6.4457198193855785,672,0,7.171656822768514,0,0,2,1,3,1,TA,Typ,0,440,Y,0,0,0,0,0,0,0,4,2007,WD,Normal,11.571194373094205
1105,1106,60,RL,12256,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,1032,0,431,GasA,Ex,Y,SBrkr,7.313220387090301,1122,0,7.871692664323645,1,0,2,1,3,1,Gd,Typ,2,712,Y,186,32,0,0,0,0,0,4,2010,WD,Normal,12.691580461311874
1106,1107,20,RL,10357,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,Gd,TA,PConc,738,0,172,GasA,Gd,Y,SBrkr,7.273786317844895,0,0,7.273786317844895,1,0,2,0,3,1,Gd,Typ,1,719,Y,0,244,0,0,0,0,0,5,2007,WD,Normal,12.100156419938624
1107,1108,60,RL,23257,Pave,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,868,GasA,Ex,Y,SBrkr,6.787844982309579,1134,0,7.611347717403621,0,0,2,1,3,1,Gd,Typ,1,422,Y,0,100,0,0,0,0,0,9,2006,New,Partial,12.523525876315125
1108,1109,60,RL,8063,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,924,GasA,Ex,Y,SBrkr,6.854354502255021,742,0,7.432483807917119,0,0,2,1,3,1,TA,Typ,1,463,Y,100,48,0,0,0,0,0,11,2007,WD,Abnorml,12.106252310247962
1109,1110,20,RL,11362,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,1039,0,797,GasA,Ex,Y,SBrkr,7.515344571180436,0,0,7.515344571180436,1,0,2,0,3,1,Gd,Typ,1,862,Y,125,185,0,0,0,0,0,3,2009,WD,Normal,12.542544882151386
